Dia,Modalidade,Horário (Brasília),Local,Evento,Gênero
28/7,Badminton,15:20,La Chapelle,Duplas Masculinas - Fase de Grupos,M
28/7,Badminton,15:20,La Chapelle,Simples Feminino - Fase de Grupos,F
28/7,Badminton,16:10,La Chapelle,Simples Feminino - Fase de Grupos,F
28/7,Badminton,16:10,La Chapelle,Duplas Femininas - Fase de Grupos,F
28/7,Badminton,16:10,La Chapelle,Simples Masculino - Fase de grupos,M
28/7,Basquete,06:00,Estádio Pierre Mauroy,Fase de Grupos - Grupo C,Sudão do Sul - Vencedor OQT,M
28/7,Basquete,08:30,Estádio Pierre Mauroy,Fase de Grupos,Espanha - China,F
28/7,Basquete,12:15,Estádio Pierre Mauroy,Fase de Grupos,Sérvia - EUA,M
28/7,Basquete,16:00,Estádio Pierre Mauroy,Fase de Grupos,Sérvia - Porto Rico,F
28/7,Boxe,06:00,Arena Norte de Paris,57 kg - Primeira Fase Preliminar,M
28/7,Boxe,06:16,Arena Norte de Paris,71 kg - Primeira Fase Preliminar,M
28/7,Boxe,06:48,Arena Norte de Paris,92 kg - Primeira Fase Preliminar,M
28/7,Boxe,07:20,Arena Norte de Paris,50 kg - Primeira Fase Preliminar,F
28/7,Boxe,07:52,Arena Norte de Paris,66 kg - Primeira Fase Preliminar,F
28/7,Boxe,10:30,Arena Norte de Paris,57 kg - Primeira Fase Preliminar,M
28/7,Boxe,10:46,Arena Norte de Paris,71 kg - Primeira Fase Preliminar,M
28/7,Boxe,11:02,Arena Norte de Paris,92 kg - Primeira Fase Preliminar,M
28/7,Boxe,11:50,Arena Norte de Paris,50 kg - Primeira Fase Preliminar,F
28/7,Boxe,12:22,Arena Norte de Paris,66 kg - Primeira Fase Preliminar,F
28/7,Boxe,15:00,Arena Norte de Paris,71 kg - Primeira Fase Preliminar,M
28/7,Boxe,15:16,Arena Norte de Paris,92 kg - Oitavas de Final,M
28/7,Boxe,16:04,Arena Norte de Paris,50 kg - Primeira Fase Preliminar,F
28/7,Boxe,16:36,Arena Norte de Paris,66 kg - Primeira Fase Preliminar,F
28/7,Canoagem Slalom,10:30,Est.Náutico Água Branca,Caiaque Individual Feminino - Semifinal,F
28/7,Canoagem Slalom,12:45,Est.Náutico Água Branca,Caiaque Individual Feminino - Final,F
28/7,Ciclismo Mountain Bike,9:10,Eleancourt Hill,Cross-Country,F
28/7,Esgrima,04:30,Grand Palais,Florete Individual - Primeira Fase,F
28/7,Esgrima,05:00,Grand Palais,Florete Individual - Primeira Fase,M
28/7,Esgrima,05:25,Grand Palais,Florete Individual - Segunda Fase,F
28/7,Esgrima,07:25,Grand Palais,Espada Individual - Segunda Fase,M
28/7,Esgrima,09:05,Grand Palais,Florete Individual - Oitavas de Final,F
28/7,Esgrima,10:05,Grand Palais,Espada Individual - Oitavas de Final,M
28/7,Esgrima,10:55,Grand Palais,Florete Individual - Quartas de Final,F
28/7,Esgrima,11:25,Grand Palais,Espada Individual - Quartas de Final,M
28/7,Esgrima,14:00,Grand Palais,Florete Individual - Semifinal 1,F
28/7,Esgrima,14:30,Grand Palais,Florete Individual - Semifinal 2,F
28/7,Esgrima,15:00,Grand Palais,Espada Individual - Semifinal 1,M
28/7,Esgrima,15:25,Grand Palais,Espada Individual - Semifinal 2,M
28/7,Esgrima,15:50,Grand Palais,Florete Individual - Disputa de Bronze,F
28/7,Esgrima,16:20,Grand Palais,Espada Individual - Disputa de Bronze,M
28/7,Esgrima,16:45,Grand Palais,Florete Individual - Disputa de Ouro,F
28/7,Esgrima,17;15,Grand Palais,Espada Individual - Disputa de Ouro,M
28/7,Futebol,12:00,Parc des Princes,Brasil - Japão,F
28/7,Futebol,12:00,Estádio de Lyon,Nova Zelândia - Colômbia,F
28/7,Futebol,14:00,Estádio La Beaujoire,Espanha - CAF 1,F
28/7,Futebol,14:00,Estádio de Nice,Austrália - CAF 2,F
28/7,Futebol,16:00,Estádio Geoffroy-Guichard,França - Canadá,F
28/7,Futebol,16:00,Estádio de Marselha,EUA - Alemanha,F
28/7,Ginástica Artística,04:30,Arena Bercy,Classificatória - Subdivisão 1,F
28/7,Ginástica Artística,06:40,Arena Bercy,Classificatória - Subdivisão 2,F
28/7,Ginástica Artística,09:50,Arena Bercy,Classificatória - Subdivisão 3,F
28/7,Ginástica Artística,13:00,Arena Bercy,Classificatória - Subdivisão 4,F
28/7,Ginástica Artística,16:10,Arena Bercy,Classificatória - Subdivisão 5,F
28/7,Handebol,04:00,Arena 6 Paris Sul,Rodada Preliminar - Brasil - Hungria,F
28/7,Handebol,06:00,Arena 6 Paris Sul,Rodada Preliminar - República da Coréia - Eslovênia,F
28/7,Handebol,09:00,Arena 6 Paris Sul,Rodada Preliminar - Suécia - Alemanha,F
28/7,Handebol,11:00,Arena 6 Paris Sul,Rodada Preliminar - Dinamarca - Noruega,F
28/7,Handebol,14:00,Arena 6 Paris Sul,Rodada Preliminar - Angola - Espanha,F
28/7,Handebol,16:00,Arena 6 Paris Sul,Rodada Preliminar - França - Países Baixos,F
28/7,Hipismo,05:30,Palácio de Versalhes,CCE por equipes - Cross-Country,U
28/7,Hipismo,08:00,Palácio de Versalhes,CCE individual - Cross-Country,U
28/7,Hóquei sobre Grama,05:00,Estádio Yves-du-Manoir,Fase de Grupos - Bélgica - China,F
28/7,Hóquei sobre Grama,05:30,Estádio Yves-du-Manoir,Fase de Grupos - Alemanha - Japão,F
28/7,Hóquei sobre Grama,07:45,Estádio Yves-du-Manoir,Fase de Grupos - Austrália - África do Sul,F
28/7,Hóquei sobre Grama,08:15,Estádio Yves-du-Manoir,Fase de Grupos - Grã-Bretanha - Espanha,F
28/7,Hóquei sobre Grama,12:00,Estádio Yves-du-Manoir,Fase de Grupos - Alemanha - Espanha,M
28/7,Hóquei sobre Grama,12:30,Estádio Yves-du-Manoir,Fase de Grupos - Bélgica - Nova Zelândia,M
28/7,Hóquei sobre Grama,14:45,Estádio Yves-du-Manoir,Fase de Grupos - Países Baixos - França,M
28/7,Hóquei sobre Grama,15:15,Estádio Yves-du-Manoir,Fase de Grupos - África do Sul - Grã-Bretanha,M
28/7,Judô,05:00,Arena Champ-de-Mars,66 kg - Primeira Fase Eliminatória,M
28/7,Judô,05:00,Arena Champ-de-Mars,52 kg - Primeira Fase Eliminatória,F
28/7,Judô,05:28,Arena Champ-de-Mars,66 kg - Segunda Fase Eliminatória,M
28/7,Judô,05:28,Arena Champ-de-Mars,66 kg - Quartas de Final,F
28/7,Judô,07:20,Arena Champ-de-Mars,66 kg - Oitavas de Final,M
28/7,Judô,08:16,Arena Champ-de-Mars,66 kg - Quartas de Final,M
28/7,Judô,11:00,Arena Champ-de-Mars,66 kg - Repescagem,M
28/7,Judô,11:17,Arena Champ-de-Mars,66 kg - Semifinais,M
28/7,Judô,11:34,Arena Champ-de-Mars,52 kg - Repescagem,F
28/7,Judô,11:51,Arena Champ-de-Mars,52 kg - Semifinais,F
28/7,Judô,12:18,Arena Champ-de-Mars,66 kg - Disputa pelo Bronze A,M
28/7,Judô,12:28,Arena Champ-de-Mars,66 kg - Disputa pelo Bronze B,M
28/7,Judô,12:38,Arena Champ-de-Mars,66 kg - Final,M
28/7,Judô,12:49,Arena Champ-de-Mars,52 kg - Disputa pelo Bronze A,F
28/7,Judô,12:59,Arena Champ-de-Mars,52 kg - Disputa pelo Bronze B,F
28/7,Judô,13:09,Arena Champ-de-Mars,52 kg - Final,F
28/7,Natação,06:00,Arena Paris La Défense, 200m livre - Baterias,M
28/7,Natação,06:00,Arena Paris La Défense, 400m Medley - Baterias,M
28/7,Natação,06:00,Arena Paris La Défense, 100m peito - Baterias,F
28/7,Natação,06:00,Arena Paris La Défense, 100m costas - Baterias,M
28/7,Natação,06:00,Arena Paris La Défense, 200m livre - Baterias,F
28/7,Natação,15:30,Arena Paris La Défense, 400m Medley - Final,M
28/7,Natação,15:45,Arena Paris La Défense, 100m borboleta - Final,F
28/7,Natação,15:51,Arena Paris La Défense, 200m livre - Semifinais,M
28/7,Natação,16:15,Arena Paris La Défense, 100m peito - Semifinais,F
28/7,Natação,16:37,Arena Paris La Défense, 100m costas - Semifinais,M
28/7,Natação,16:54,Arena Paris La Défense, 100m peito - Final,M
28/7,Natação,17:00,Arena Paris La Défense, 200m livre - Semifinais,Fase
28/7,Polo Aquático,05:30,Centro Aquático,Austrália - Espanha,M
28/7,Polo Aquático,07:05,Centro Aquático,Sérvia - Japão,M
28/7,Polo Aquático,10:00,Centro Aquático,Itália - EUA,M
28/7,Polo Aquático,11:35,Centro Aquático,Croácia - Montenegro,M
28/7,Polo Aquático,14:30,Centro Aquático,França - Hungria,M
28/7,Polo Aquático,16:05,Centro Aquático,Romênia - Grécia,M
28/7,Remo,04:00,Est. Náutico - Água Plana,Sculls Individual - Repescagem,F
28/7,Remo,04:36,Est. Náutico - Água Plana,Sculls Individual - Repescagem,M
28/7,Remo,05:10,Est. Náutico - Água Plana,Sculls Duplo - Repescagem,F
28/7,Remo,05:20,Est. Náutico - Água Plana,Sculls Duplo - Repescagem,M
28/7,Remo,05:30,Est. Náutico - Água Plana,Par - Bateria,F
28/7,Remo,06:00,Est. Náutico - Água Plana,Par - Bateria,M
28/7,Remo,06:30,Est. Náutico - Água Plana,Sculls Duplo peso leve - Bateria,F
28/7,Remo,07:00,Est. Náutico - Água Plana,Sculls Duplo peso leve - Bateria,M
28/7,Remo,07:30,Est. Náutico - Água Plana,Quatro - Bateria,F
28/7,Remo,07:50,Est. Náutico - Água Plana,Quatro - Bateria,M
28/7,Rugby Sevens,10:30,Stade de France,Fase Preliminar,U
28/7,Rugby Sevens,11:00,Stade de France,Fase Preliminar,U
28/7,Rugby Sevens,11:30,Stade de France,Fase Preliminar,U
28/7,Rugby Sevens,12:00,Stade de France,Fase Preliminar,U
28/7,Rugby Sevens,12:30,Stade de France,Fase Preliminar,U
28/7,Rugby Sevens,13:00,Stade de France,Fase Preliminar,U
28/7,Rugby Sevens,14:00,Stade de France,Fase Preliminar,U
28/7,Rugby Sevens,14:30,Stade de France,Fase Preliminar,U
28/7,Rugby Sevens,15:00,Stade de France,Fase Preliminar,U
28/7,Rugby Sevens,15:30,Stade de France,Fase Preliminar,U
28/7,Rugby Sevens,16:00,Stade de France,Fase Preliminar,U
28/7,Rugby Sevens,16:30,Stade de France,Fase Preliminar,U
28/7,Skate,07:00,La Concorde 3,Street - Preliminar,F
28/7,Skate,12:00,La Concorde 3,Street - Final,F
28/7,Surfe,14:00,Teahupo'o - Taiti,Rodada 2,F
28/7,Surfe,18:48,Teahupo'o - Taiti,Rodada 2,M
28/7,Tênis,07:00,Stade Roland-Garros,MS 1ª Rodada/ FS 1ª Rodada,U
28/7,Tênis,07:00,Stade Roland-Garros,MS & FS 1º Rodada/MD & FD 1ª Rodada,U
28/7,Tênis,07:00,Stade Roland-Garros,MS & FS 1º Rodada/MD & FD 1ª Rodada,U
28/7,Tênis,14:00,Stade Roland-Garros,MS & FS 1º Rodada/MD & FD 1ª Rodada,U
28/7,Tênis,14:00,Stade Roland-Garros,MS 1ª Rodada/ FS 1ª Rodada,U
28/7,Tênis de Mesa,05:00,Arena 4 Paris Sul,Individual - Primeira Fase,U
28/7,Tênis de Mesa,11:00,Arena 4 Paris Sul,Duplas Mistas - Quartas de Final,U
28/7,Tênis de Mesa,15:00,Arena 4 Paris Sul,Individual - Primeira Fase,U
28/7,Tiro com Arco,04:30,Equipe - Oitavas de Final,F
28/7,Tiro com Arco,09:15,Equipe - Quartas de Final,F
28/7,Tiro com Arco,10:47,Equipe - Semifinais,F
28/7,Tiro com Arco,11:48,Equipe - Disputa de Bronze,F
28/7,Tiro com Arco,12:11,Equipe - Final,F
28/7,Tiro Esportivo,04:15,Carabina de Ar 10m - Classificação,F
28/7,Tiro Esportivo,04:30,Pistola de Ar 10m - Final,M
28/7,Tiro Esportivo,06:15,Carabina de Ar 10m - Classificação,M
28/7,Tiro Esportivo,07:00,Pistola de Ar 10m - Final,F
28/7,Vela,IDF,Marina de Marselha,Windsurfing - Prova 1,F
28/7,Vela,IDF,Marina de Marselha,Windsurfing - Prova 2,F
28/7,Vela,IDF,Marina de Marselha,Windsurfing - Prova 3,M
28/7,Vela,IDF,Marina de Marselha,Windsurfing - Prova 1,M
28/7,Vela,IDF,Marina de Marselha,Windsurfing - Prova 2,M
28/7,Vela,IDF,Marina de Marselha,Windsurfing - Prova 3,F
28/7,Vela,IDF,Marina de Marselha,Windsurfing - Prova 4,M
28/7,Vela,IDF,Marina de Marselha,Windsurfing - Prova 4,F
28/7,Vela,IDF,Marina de Marselha,Skiff - Prova 1,F
28/7,Vela,IDF,Marina de Marselha,Skiff - Prova 1,M
28/7,Vela,IDF,Marina de Marselha,Skiff - Prova 2,F
28/7,Vela,IDF,Marina de Marselha,Skiff - Prova 2,M
28/7,Vela,IDF,Marina de Marselha,Skiff - Prova 3,F
28/7,Vela,IDF,Marina de Marselha,Skiff - Prova 3,M
28/7,Vôlei,04:00,Arena 1 Paris Sul,Fase Preliminar,F
28/7,Vôlei,08:00,Arena 1 Paris Sul,Fase Preliminar,F
28/7,Vôlei,12:00,Arena 1 Paris Sul,Fase Preliminar,M
28/7,Vôlei,16:00,Arena 1 Paris Sul,Fase Preliminar,M
28/7,Vôlei de Praia,04:00,Estádio Torre Eiffel,Jogo Preliminar,U
28/7,Vôlei de Praia,05:00,Estádio Torre Eiffel,Jogo Preliminar,U
28/7,Vôlei de Praia,06:00,Estádio Torre Eiffel,Jogo Preliminar,U
28/7,Vôlei de Praia,07:00,Estádio Torre Eiffel,Jogo Preliminar,U
28/7,Vôlei de Praia,10:00,Estádio Torre Eiffel,Jogo Preliminar,U
28/7,Vôlei de Praia,11:00,Estádio Torre Eiffel,Jogo Preliminar,U
28/7,Vôlei de Praia,12:00,Estádio Torre Eiffel,Jogo Preliminar,U
28/7,Vôlei de Praia,15:00,Estádio Torre Eiffel,Jogo Preliminar,U
28/7,Vôlei de Praia,16:00,Estádio Torre Eiffel,Jogo Preliminar,U
28/7,Vôlei de Praia,17:00,Estádio Torre Eiffel,Jogo Preliminar,U
29/7,Badminton,03:30,Arena La Chapelle,Duplas Mistas - Fase de Grupos,U
29/7,Badminton,03:30,Arena La Chapelle,Duplas Mistas - Fase de Grupos,U
29/7,Badminton,03:30,Arena La Chapelle,Duplas Mistas - Fase de Grupos,U
29/7,Badminton,04:20,Arena La Chapelle,Duplas Mistas - Fase de Grupos,U
29/7,Badminton,04:20,Arena La Chapelle,Duplas Masculinas - Fase de Grupos,M
29/7,Badminton,04:20,Arena La Chapelle,Duplas Masculinas - Fase de Grupos,M
29/7,Badminton,05:10,Arena La Chapelle,Simples Feminino - Fase de Grupos,F
29/7,Badminton,05:10,Arena La Chapelle,Simples Feminino - Fase de Grupos,F
29/7,Badminton,05:10,Arena La Chapelle,Duplas Femininas - Fase de Grupos,F
29/7,Badminton,06:00,Arena La Chapelle,Duplas Femininas - Fase de Grupos,F
29/7,Badminton,06:00,Arena La Chapelle,Simples Masculino - Fase de Grupos,M
29/7,Badminton,06:00,Arena La Chapelle,Simples Masculino - Fase de Grupos,M
29/7,Badminton,09:00,Arena La Chapelle,Duplas Mistas - Fase de Grupos,U
29/7,Badminton,09:00,Arena La Chapelle,Duplas Mistas - Fase de Grupos,U
29/7,Badminton,09:00,Arena La Chapelle,Duplas Masculinas - Fase de Grupos,M
29/7,Badminton,09:50,Arena La Chapelle,Duplas Femininas - Fase de Grupos,F
29/7,Badminton,09:50,Arena La Chapelle,Simples Feminino - Fase de Grupos,F
29/7,Badminton,09:50,Arena La Chapelle,Simples Feminino - Fase de Grupos,F
29/7,Badminton,10:40,Arena La Chapelle,Simples Feminino - Fase de Grupos,F
29/7,Badminton,10:40,Arena La Chapelle,Simples Masculino - Fase de Grupos,M
29/7,Badminton,10:40,Arena La Chapelle,Simples Masculino - Fase de Grupos,M
29/7,Badminton,11:30,Arena La Chapelle,Simples Masculino - Fase de Grupos,M
29/7,Badminton,14:30,Arena La Chapelle,Duplas Mistas - Fase de Grupos,U
29/7,Badminton,14:30,Arena La Chapelle,Duplas Mistas - Fase de Grupos,U
29/7,Badminton,14:30,Arena La Chapelle,Simples Feminino - Fase de Grupos,F
29/7,Badminton,15:20,Arena La Chapelle,Simples Feminino - Fase de Grupos,F
29/7,Badminton,15:20,Arena La Chapelle,Duplas Masculinas - Fase de Grupos,M
29/7,Badminton,15:20,Arena La Chapelle,Simples Feminino - Fase de Grupos,F
29/7,Badminton,16:10,Arena La Chapelle,Duplas Femininas - Fase de Grupos,F
29/7,Badminton,16:10,Arena La Chapelle,Simples Masculino - Fase de Grupos,M
29/7,Badminton,16:10,Arena La Chapelle,Simples Masculino - Fase de Grupos,M
29/7,Badminton,17:00,Arena La Chapelle,Simples Masculino - Fase de Grupos,M
29/7,Basquete,06:00,Estádio Pierre Mauroy,Nigéria - Austrália,F
29/7,Basquete,08:30,Estádio Pierre Mauroy,Alemanha - Bélgica,F
29/7,Basquete,12:15,Estádio Pierre Mauroy,Canadá - França,F
29/7,Basquete,16:00,Estádio Pierre Mauroy,EUA - Japão,F
29/7,Boxe,06:00,Arena Norte de Paris,60 kg - Oitavas de Final,F
29/7,Boxe,06:48,Arena Norte de Paris,63,5 kg - Oitavas de Final,M
29/7,Boxe,07:36,Arena Norte de Paris,92 kg - Oitavas de Final,M
29/7,Boxe,10:30,Arena Norte de Paris,60 kg - Oitavas de Final,F
29/7,Boxe,11:02,Arena Norte de Paris,63,5 kg - Oitavas de Final,M
29/7,Boxe,11:50,Arena Norte de Paris,92 kg - Oitavas de Final,M
29/7,Boxe,15:00,Arena Norte de Paris,60 kg - Oitavas de Final,F
29/7,Boxe,15:48,Arena Norte de Paris,63,5 kg - Oitavas de Final,M
29/7,Boxe,16:20,Arena Norte de Paris,92 kg - Oitavas de Final,M
29/7,Canoagem Slalom,10:30,Est. Náutico Água Branca,Canoagem Individual - Semifinal,M
29/7,Canoagem Slalom,12:20,Est. Náutico Água Branca,Canoagem Individual - Final,M
29/7,Ciclismo Mountain Bike,09:10,Elancourt Hill,Cross-Country,M
29/7,Esgrima,04:30,Grand Palais,Sabre Individual - Primeira Fase,F
29/7,Esgrima,04:55,Grand Palais,Florete Individual - Primeira Fase,M
29/7,Esgrima,05:25,Grand Palais,Sabre Individual - Segunda Fase,F
29/7,Esgrima,07:05,Grand Palais,Florete Individual - Primeira Fase,M
29/7,Esgrima,09:05,Grand Palais,Sabre Individual - Oitavas de Final,F
29/7,Esgrima,09:55,Grand Palais,Florete Individual - Oitavas de Final,M
29/7,Esgrima,10:55,Grand Palais,Sabre Individual - Quartas de Final,F
29/7,Esgrima,11:20,Grand Palais,Florete Individual - Quartas de Final,M
29/7,Esgrima,14:00,Grand Palais,Sabre Individual - Semifinal 1,F
29/7,Esgrima,14:25,Grand Palais,Sabre Individual - Semifinal 2,F
29/7,Esgrima,14:50,Grand Palais,Florete Individual - Semifinal 1,M
29/7,Esgrima,15:20,Grand Palais,Florete Individual - Semifinal 2,M
29/7,Esgrima,15:50,Grand Palais,Sabre Individual - Disputa de Bronze,F
29/7,Esgrima,16:15,Grand Palais,Florete Individual - Disputa de Bronze,M
29/7,Esgrima,16:45,Grand Palais,Sabre Individual - Disputa de Ouro,F
29/7,Esgrima,17:10,Grand Palais,Florete Individual - Disputa de Ouro,M
29/7,Ginástica Artística,12:30,Arena Bercy,Competição por equipes - Final,M
29/7,Handebol,04:00,Arena 6 Paris Sul,Japão - Alemanha,M
29/7,Handebol,06:00,Arena 6 Paris Sul,Eslovênia - Croácia,M
29/7,Handebol,09:00,Arena 6 Paris Sul,Egito - Dinamarca,M
29/7,Handebol,11:00,Arena 6 Paris Sul,Suécia - Espanha,M
29/7,Handebol,14:00,Arena 6 Paris Sul,França - Noruega,M
29/7,Handebol,16:00,Arena 6 Paris Sul,Argentinha - Hungria,M
29/7,Hipismo,06:00,Palácio de Versalhes,CCE individual - Saltos - Classificatória,U
29/7,Hipismo,07:15,Palácio de Versalhes,CCE por equipes - Saltos - Final,U
29/7,Hipismo,10:00,Palácio de Versalhes,CCE individual - Saltos - Final,U
29/7,Hóquei sobre Grama,05:00,Estádio Yves-du-Manoir,Irlanda - Austrália,M
29/7,Hóquei sobre Grama,05:30,Estádio Yves-du-Manoir,Japão - China,F
29/7,Hóquei sobre Grama,07:45,Estádio Yves-du-Manoir,Índia - Argentinha,M
29/7,Hóquei sobre Grama,08:15,Estádio Yves-du-Manoir,Espanha - EUA,F
29/7,Hóquei sobre Grama,12:00,Estádio Yves-du-Manoir,Grã-Bretanha - Austrália,F
29/7,Hóquei sobre Grama,12:30,Estádio Yves-du-Manoir,África do Sul - Argentinha,F
29/7,Hóquei sobre Grama,14:45,Estádio Yves-du-Manoir,Alemanha - Países Baixos,F
29/7,Hóquei sobre Grama,15:15,Estádio Yves-du-Manoir,França - Bélgica,F
29/7,Judô,05:00,Arena Champ-de-Mars,57 kg - Primeira Fase Eliminatória,F
29/7,Judô,05:00,Arena Champ-de-Mars,73 kg - Primeira Fase Eliminatória,M
29/7,Judô,05:28,Arena Champ-de-Mars,57 kg - Segunda Fase Eliminatória,F
29/7,Judô,05:28,Arena Champ-de-Mars,73 kg - Segunda Fase Eliminatória,M
29/7,Judô,07:20,Arena Champ-de-Mars,57 kg - Oitavas de Final,F
29/7,Judô,07:20,Arena Champ-de-Mars,57 kg - Oitavas de Final,M
29/7,Judô,08:16,Arena Champ-de-Mars,57 kg - Quartas de Final,F
29/7,Judô,08:16,Arena Champ-de-Mars,73 kg - Quartas de Final,M
29/7,Judô,11:00,Arena Champ-de-Mars,57 kg - Repescagem,F
29/7,Judô,11:17,Arena Champ-de-Mars,57 kg - Semifinais,F
29/7,Judô,11:34,Arena Champ-de-Mars,73 kg - Repescagem,M
29/7,Judô,11:51,Arena Champ-de-Mars,57 kg - Semifinais,M
29/7,Judô,12:18,Arena Champ-de-Mars,57 kg - Disputa pelo Bronze A,F
29/7,Judô,12:28,Arena Champ-de-Mars,57 kg - Disputa pelo Bronze B,F
